Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
ABR^A|Arbor Realty Trust|25.7485|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^a,
ABR^B|Arbor Realty Trust|25.69|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^b,
ABR^C|Arbor Realty Trust|25.92|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^c,
ARC|ARC Document Solutions, Inc.|2.4|109894833.6|n/a|2004|Consumer Services|Professional Services|https://www.nasdaq.com/symbol/arc,
MT|ArcelorMittal|23|23305983329|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/mt,
ARCH|Arch Coal, Inc.|86.21|1620696274|n/a|2016|Energy|Coal Mining|https://www.nasdaq.com/symbol/arch,
ADM|Archer-Daniels-Midland Company|44.17|24763662043.75|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/adm,
AROC|Archrock, Inc.|9.15|1183432369.65|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/aroc,
ARNC|Arconic Inc.|18.26|8824005676.2|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/arnc,
ARCO|Arcos Dorados Holdings Inc.|8.74|1815042818.22|n/a|2011|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/arco,
ACA|Arcosa, Inc.|28.53|1391283366.84|n/a|2018|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/aca,
RCUS|Arcus Biosciences, Inc.|9.47|420976766.28|n/a|2018|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/rcus,
ARD|Ardagh Group S.A.|11.62|2745806000|n/a|2017|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/ard,
ASC|Ardmore Shipping Corporation|5.62|186009810.22|n/a|2013|Transportation|Marine Transportation|https://www.nasdaq.com/symbol/asc,
AFC|Ares Capital Corporation|25.25|202000000|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afc,
ACRE|Ares Commercial Real Estate Corporation|14.16|406372176|n/a|2012|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/acre,
ARDC|Ares Dynamic Credit Allocation Fund, Inc.|14.37|329970277.17|n/a|2012|n/a|n/a|https://www.nasdaq.com/symbol/ardc,
ARES|Ares Management Corporation|21.05|4601057806.4|n/a|2014|Finance|Investment Managers|https://www.nasdaq.com/symbol/ares,
ARES^A|Ares Management Corporation|26.5|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ares^a,
AGX|Argan, Inc.|43.05|670319452.95|n/a|n/a|Basic Industries|Engineering & Construction|https://www.nasdaq.com/symbol/agx,
ARGD|Argo Group International Holdings, Ltd.|25.2169|0|n/a|n/a|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/argd,
ARGO|Argo Group International Holdings, Ltd.|63.99|2168700191.64|n/a|n/a|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/argo,
ANET|Arista Networks, Inc.|215.32|16241006236|n/a|2014|Technology|Computer Communications Equipment|https://www.nasdaq.com/symbol/anet,
AI|Arlington Asset Investment Corp|8.45|256420708.7|n/a|n/a|Finance|Finance/Investors Services|https://www.nasdaq.com/symbol/ai,
AI^B|Arlington Asset Investment Corp|22|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ai^b,
AIC|Arlington Asset Investment Corp|22.9|0|n/a|2015|Finance|Finance/Investors Services|https://www.nasdaq.com/symbol/aic,
AIW|Arlington Asset Investment Corp|23.7451|0|n/a|n/a|Finance|Finance/Investors Services|https://www.nasdaq.com/symbol/aiw,
ARLO|Arlo Technologies, Inc.|6.88|510821080|n/a|2018|Consumer Non-Durables|Consumer Electronics/Appliances|https://www.nasdaq.com/symbol/arlo,
AHH|Armada Hoffler Properties, Inc.|14.62|725558319.04|n/a|2013|Finance|Real Estate|https://www.nasdaq.com/symbol/ahh,
ARR|ARMOUR Residential REIT, Inc.|21.12|1068732487.68|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/arr,
ARR^A|ARMOUR Residential REIT, Inc.|25.35|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/arr^a,
ARR^B|ARMOUR Residential REIT, Inc.|24.55|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/arr^b,
AFI|Armstrong Flooring, Inc.|13.17|340149610.53|n/a|2016|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/afi,
AWI|Armstrong World Industries Inc|66.38|3290200306.82|n/a|n/a|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/awi,
ARW|Arrow Electronics, Inc.|75.02|6539654242.88|n/a|n/a|Consumer Non-Durables|Electronic Components|https://www.nasdaq.com/symbol/arw,
AJG|Arthur J. Gallagher & Co.|72.98|13402922960|n/a|n/a|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/ajg,
APAM|Artisan Partners Asset Management Inc.|22.96|1766608341.12|n/a|2013|Finance|Investment Managers|https://www.nasdaq.com/symbol/apam,
ASA|ASA Gold and Precious Metals Limited|9.78|188655270.9|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asa,
ABG|Asbury Automotive Group Inc|69.56|1363487087.32|n/a|2002|Consumer Durables|Automotive Aftermarket|https://www.nasdaq.com/symbol/abg,
ASX|ASE Technology Holding Co., Ltd.|3.9|8143423509|n/a|2018|Technology|Semiconductors|https://www.nasdaq.com/symbol/asx,
ASGN|ASGN Incorporated|61.76|3240981187.52|n/a|1992|Technology|Professional Services|https://www.nasdaq.com/symbol/asgn,
AHT|Ashford Hospitality Trust Inc|4.74|478922158.2|n/a|2003|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/aht,
AHT^D|Ashford Hospitality Trust Inc|24.69|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aht^d,
AHT^F|Ashford Hospitality Trust Inc|20.9827|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aht^f,
AHT^G|Ashford Hospitality Trust Inc|21.0055|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aht^g,
AHT^H|Ashford Hospitality Trust Inc|21.3268|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aht^h,
AHT^I|Ashford Hospitality Trust Inc|21.05|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aht^i,
ASH|Ashland Global Holdings Inc.|76|4769487616|n/a|n/a|Consumer Durables|Specialty Chemicals|https://www.nasdaq.com/symbol/ash,
ASPN|Aspen Aerogels, Inc.|2.74|65679134.38|n/a|2014|Consumer Services|RETAIL: Building Materials|https://www.nasdaq.com/symbol/aspn,
AHL|Aspen Insurance Holdings Limited|41.87|2499588839.74|n/a|2003|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/ahl,
AHL^C|Aspen Insurance Holdings Limited|24.87|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ahl^c,
AHL^D|Aspen Insurance Holdings Limited|23.15|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ahl^d,
ASB|Associated Banc-Corp|22.4|3683456000|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/asb,
ASB^C|Associated Banc-Corp|25.51|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asb^c,
ASB^D|Associated Banc-Corp|23.5701|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asb^d,
ASB^E|Associated Banc-Corp|24.76|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asb^e,
AC|Associated Capital Group, Inc.|40.95|925373276.1|n/a|2015|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/ac,
AIZ|Assurant, Inc.|94.45|5860994160.75|n/a|2004|Finance|Accident &Health Insurance|https://www.nasdaq.com/symbol/aiz,
AIZP|Assurant, Inc.|102.11|0|n/a|n/a|Finance|Accident &Health Insurance|https://www.nasdaq.com/symbol/aizp,
AGO|Assured Guaranty Ltd.|40.5|4279532859|n/a|2004|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/ago,
AGO^B|Assured Guaranty Ltd.|25.84|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ago^b,
AGO^E|Assured Guaranty Ltd.|25.21|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ago^e,
AGO^F|Assured Guaranty Ltd.|24.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ago^f,
AZN|Astrazeneca PLC|35.49|89934459167.28|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/azn,
HOME|At Home Group Inc.|22.47|1428426753.18|n/a|2016|Consumer Services|Home Furnishings|https://www.nasdaq.com/symbol/home,
T|AT&T Inc.|30.67|223216260000|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/t,
TBB|AT&T Inc.|24.46|0|n/a|2017|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tbb,
TBC|AT&T Inc.|24.7|0|n/a|2018|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tbc,
ATTO|Atento S.A.|3.91|288984408.96|n/a|2014|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/atto,
ATH|Athene Holding Ltd.|42.94|8577601821.36|n/a|2016|Finance|Life Insurance|https://www.nasdaq.com/symbol/ath,
ATKR|Atkore International Group Inc.|21.71|1024936568.24|n/a|2016|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/atkr,
AT|Atlantic Power Corporation|2.49|272344389.93|n/a|n/a|Energy|Electric Utilities: Central|https://www.nasdaq.com/symbol/at,
ATO|Atmos Energy Corporation|94.33|11026105977.18|n/a|n/a|Public Utilities|Oil/Gas Transmission|https://www.nasdaq.com/symbol/ato,
AUO|AU Optronics Corp|4.14|3984437475.54|n/a|2002|Technology|Semiconductors|https://www.nasdaq.com/symbol/auo,
ACB|Aurora Cannabis Inc.|7.1|7086387482.4|n/a|n/a|Consumer Durables|Specialty Chemicals|https://www.nasdaq.com/symbol/acb,
ATHM|Autohome Inc.|71.95|8428284589.2|n/a|2013|Technology|EDP Services|https://www.nasdaq.com/symbol/athm,
ALV|Autoliv, Inc.|82.38|7178829795.36|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/alv,
AN|AutoNation, Inc.|37.5|3372194625|n/a|n/a|Consumer Durables|Automotive Aftermarket|https://www.nasdaq.com/symbol/an,
AZO|AutoZone, Inc.|819.01|20643249426.25|n/a|n/a|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/azo,
AVLR|Avalara, Inc.|39.76|2644242259.12|n/a|2018|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/avlr,
AVB|AvalonBay Communities, Inc.|188.84|26101949552.28|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/avb,
AGR|Avangrid, Inc.|48.54|14999115902.88|n/a|2015|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/agr,
AVNS|Avanos Medical, Inc.|44.18|2095388832.64|n/a|2014|Health Care|Industrial Specialties|https://www.nasdaq.com/symbol/avns,
AVYA|Avaya Holdings Corp.|16.66|1835119658.4|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/avya,
AVY|Avery Dennison Corporation|97.84|8483730664.32|n/a|n/a|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/avy,
AVH|Avianca Holdings S.A.|4.7|585730031.7|n/a|2013|Transportation|Air Freight/Delivery Services|https://www.nasdaq.com/symbol/avh,
AVA|Avista Corporation|40.99|2692551120|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/ava,
AVP|Avon Products, Inc.|1.97|871449501.41|n/a|n/a|Consumer Non-Durables|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/avp,
AVX|AVX Corporation|17.57|2965731628.86|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/avx,
EQH|AXA Equitable Holdings, Inc.|18.4|9731056347.2|n/a|2018|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/eqh,
AXTA|Axalta Coating Systems Ltd.|25.6|6111107942.4|n/a|2014|Basic Industries|Paints/Coatings|https://www.nasdaq.com/symbol/axta,
AXS|Axis Capital Holdings Limited|54.81|4580980117.56|n/a|2003|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/axs,
AXS^D|Axis Capital Holdings Limited|23.2|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/axs^d,
AXS^E|Axis Capital Holdings Limited|23.27|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/axs^e,
AX|Axos Financial, Inc.|28.5|1790707155|n/a|n/a|Finance|Savings Institutions|https://www.nasdaq.com/symbol/ax,
AXO|Axos Financial, Inc.|25.1499|0|n/a|n/a|Finance|Savings Institutions|https://www.nasdaq.com/symbol/axo,
AZUL|Azul S.A.|28.16|3179117652.48|n/a|2017|Transportation|Air Freight/Delivery Services|https://www.nasdaq.com/symbol/azul,
AZRE|Azure Power Global Limited|10.82|442963572.24|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/azre,
AZZ|AZZ Inc.|43.5|1134792808.5|n/a|n/a|Consumer Durables|Building Products|https://www.nasdaq.com/symbol/azz,
BGS|B&G Foods, Inc.|26.68|1759090012.12|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/bgs,
BW|Babcock|0.5265|88836095.9655|n/a|2015|Capital Goods|Building Products|https://www.nasdaq.com/symbol/bw,
BGH|Babson Global Short Duration High Yield Fund|17|340983433|n/a|2012|n/a|n/a|https://www.nasdaq.com/symbol/bgh,
BMI|Badger Meter, Inc.|51.91|1511254895.62|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/bmi,
BCSF|Bain Capital Specialty Finance, Inc.|19.14|985368102.18|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/bcsf,
BHGE|Baker Hughes, a GE company|22.98|25276428282.9|n/a|2017|Energy|Metal Fabrications|https://www.nasdaq.com/symbol/bhge,
BBN|BalckRock Taxable Municipal Bond Trust|21.83|1246800410.06|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/bbn,
BLL|Ball Corporation|50.79|17227521403.53|n/a|n/a|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/bll,
BANC|Banc of California, Inc.|14.95|757207618.05|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/banc,
BANC^D|Banc of California, Inc.|25.7001|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/banc^d,
BANC^E|Banc of California, Inc.|25.69|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/banc^e,
BBVA|Banco Bilbao Viscaya Argentaria S.A.|6.07|40474760000|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bbva,
BBD|Banco Bradesco Sa|11.42|76440694700.24|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bbd,
BBDO|Banco Bradesco Sa|10.3|68943884011.6|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bbdo,
BCH|Banco De Chile|30.58|46336581383.4|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bch,
BLX|Banco Latinoamericano de Comercio Exterior, S.A.|18.37|726323181.87|n/a|1992|Finance|Commercial Banks|https://www.nasdaq.com/symbol/blx,
BSBR|Banco Santander Brasil SA|13.17|98404896607.32|n/a|2009|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bsbr,
BSAC|Banco Santander Chile|31.82|14990889355.12|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bsac,
BSMX|Banco Santander Mexico, S.A., Institucion de Ban|7.33|9949733724.43|n/a|2012|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bsmx,
SAN|Banco Santander, S.A.|4.98|80858138231.16|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/san,
SAN^B|Banco Santander, S.A.|20.03|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/san^b,
CIB|BanColombia S.A.|43.35|10423800112.5|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/cib,
BXS|BancorpSouth Bank|29.27|2917484966.94|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bxs,
BAC|Bank of America Corporation|29.63|286500955143.1|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bac,
BAC^A|Bank of America Corporation|25.71|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^a,
BAC^B|Bank of America Corporation|25.96|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^b,
BAC^C|Bank of America Corporation|26.25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^c,
BAC^E|Bank of America Corporation|21.23|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^e,
BAC^K|Bank of America Corporation|25.45|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^k,
BAC^L|Bank of America Corporation|1291.83|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bac^l,
BAC^W|Bank of America Corporation|25.74|0|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bac^w,
BAC^Y|Bank of America Corporation|25.72|0|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bac^y,
BML^G|Bank of America Corporation|19.47|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bml^g,
BML^H|Bank of America Corporation|19.29|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bml^h,
BML^J|Bank of America Corporation|21.05|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bml^j,
BML^L|Bank of America Corporation|21.24|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bml^l,
BOH|Bank of Hawaii Corporation|80.25|3350649681|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/boh,
BMO|Bank Of Montreal|72.94|46632702847.5|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bmo,
NTB|Bank of N.T. Butterfield & Son Limited (The)|35.71|1976149655.01|n/a|2016|Finance|Commercial Banks|https://www.nasdaq.com/symbol/ntb,
BK|Bank Of New York Mellon Corporation (The)|53.44|51325165440|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bk,
BK^C|Bank Of New York Mellon Corporation (The)|24.34|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bk^c,
BNS|Bank of Nova Scotia (The)|55.68|68322081304.32|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bns,
BKU|BankUnited, Inc.|34.44|3414428920.56|n/a|2011|Finance|Savings Institutions|https://www.nasdaq.com/symbol/bku,
BCS|Barclays PLC|8.47|36278717306.37|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bcs,
BBDC|Barings BDC, Inc.|9.74|499506783.36|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbdc,
MCI|Barings Corporate Investors|14.84|296966252.52|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mci,
MPV|Barings Participation Investors|15.12|158662203.84|n/a|1988|Consumer Services|Miscellaneous|https://www.nasdaq.com/symbol/mpv,
BNED|Barnes & Noble Education, Inc|5.69|270620166.78|n/a|2015|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/bned,
BKS|Barnes & Noble, Inc.|6.21|453451212.99|n/a|n/a|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/bks,
B|Barnes Group, Inc.|56.97|2922954947.55|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/b,
GOLD|Barrick Gold Corporation|12.34|21610578633|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/gold,
BAS|Basic Energy Services, Inc.|4.82|128024617.68|n/a|2005|Energy|Oilfield Services/Equipment|https://www.nasdaq.com/symbol/bas,
BHC|Bausch Health Companies Inc.|24.18|8457130377.54|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/bhc,
BAX|Baxter International Inc.|70.17|37340333829.66|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/bax,
BTE|Baytex Energy Corp|1.63|903085473.84|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/bte,
BBT|BB&T Corporation|49.27|37609072020|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bbt,
BBT^D|BB&T Corporation|25.54|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbt^d,
BBT^E|BB&T Corporation|24.91|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbt^e,
BBT^F|BB&T Corporation|23.97|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbt^f,
BBT^G|BB&T Corporation|23.8|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbt^g,
BBT^H|BB&T Corporation|25.66|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bbt^h,
BFR|BBVA Banco Frances S.A.|13.05|2665069420.95|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bfr,
BBX|BBX Capital Corporation|6.1|591946348.5|n/a|2017|Finance|Real Estate|https://www.nasdaq.com/symbol/bbx,
BCE|BCE, Inc.|42.54|38209445654.1|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/bce,
BZH|Beazer Homes USA, Inc.|11.53|379941379.54|n/a|1994|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/bzh,
BDX|Becton, Dickinson and Company|241.84|65164313760.16|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/bdx,
BDXA|Becton, Dickinson and Company|60.49|0|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/bdxa,
BDC|Belden Inc|53.12|2141023272.96|n/a|n/a|Basic Industries|Telecommunications Equipment|https://www.nasdaq.com/symbol/bdc,
BDC^B|Belden Inc|72.75|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bdc^b,
BXE|Bellatrix Exploration Ltd|0.4281|34637239.2225|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/bxe,
BEL|Belmond Ltd.|24.87|2543028205.41|n/a|n/a|Consumer Services|Hotels/Resorts|https://www.nasdaq.com/symbol/bel,
BMS|Bemis Company, Inc.|48.57|4420694475.75|n/a|n/a|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/bms,
BHE|Benchmark Electronics, Inc.|24.42|1067406893.52|n/a|n/a|Technology|Electrical Products|https://www.nasdaq.com/symbol/bhe,
BRK.A|Berkshire Hathaway Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/brk.a,
BRK.B|Berkshire Hathaway Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/brk.b,
BHLB|Berkshire Hills Bancorp, Inc.|27.53|1250330010|n/a|n/a|Finance|Banks|https://www.nasdaq.com/symbol/bhlb,
BERY|Berry Global Group, Inc.|50.8|6664960000|n/a|2012|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/bery,
